Wavelength,F1,F2,FZ,F3,F4,FY,F5,FXL,F6,F7,F8,NIR
580,0.0007127325747461702,0.002377448860817109,-0.0049929439157576925,-0.016923745878494264,-0.0905661871031437,0.09867907150700873,-0.12761772607900018,0.03356257616027308,-0.04495592137020778,0.013634286314251665,-0.002697941496488427,1.5316485938421508e-05
585,0.0005490383750966926,0.0018403836575211676,-0.0038422302670753227,-0.013471163738003366,-0.06638309410149405,0.07546101459765411,-0.12753975403520448,0.06438468958387798,-0.05631007701319709,0.016112455796701147,-0.003165784007747781,1.7972311443147185e-05
590,0.0003338319938135457,0.0011262177447687938,-0.0023321748238899873,-0.008495546492470486,-0.03842739822101557,0.04538198506802862,-0.109266470208854,0.09594489327287961,-0.06504901066094729,0.01751338814273354,-0.0034136235127043336,1.9379013989676132e-05
595,0.00010834172414802519,0.0003745549040050005,-0.0007511676126803133,-0.0031036965563267425,-0.010687528478498284,0.01405464450512828,-0.08222075811635708,0.12394035784312903,-0.06934885059027697,0.017298373281715188,-0.003335227509959521,1.893344090899908e-05
600,-9.574105348646433e-05,-0.00030730883251600346,0.0006791196127691571,0.0018555103848291062,0.013758911703292461,-0.014206698656646635,-0.053481770336894864,0.1449973395266989,-0.06753657959967797,0.014944188905746,-0.002827047471354129,1.6047677487284034e-05
605,-0.000258044778603774,-0.000850471413183325,0.0018161745203758449,0.005840454295395412,0.03289856100097541,-0.036625243305627476,-0.02742804885300319,0.15689959560581213,-0.05827003011212587,0.01001838364963056,-0.0018039332628093654,1.0238279791995041e-05
610,-0.0003678945657361283,-0.0012188467088481835,0.0025853163882010844,0.008568570178763807,0.045664180575722926,-0.05174510587197932,-0.00633574904584165,0.1585582739086795,-0.04073870557927615,0.0022847141400976962,-0.00022156092939700157,1.2536324271760858e-06
615,-0.00042217182854862597,-0.0014018193609803466,0.0029647596136752525,0.009953750058182876,0.051772406329082525,-0.05914543589089356,0.008907200948752761,0.14993382674960376,-0.01490137423115563,-0.00816422898831906,0.0018951730626791644,-1.076480982391347e-05
620,-0.00042372216885648985,-0.0014087904437415566,0.0029745010172255886,0.010060355640952182,0.051598129376714555,-0.05922731078402701,0.01829493483442167,0.13197343657487415,0.018278959030751076,-0.020769130619112623,0.0044224240038859075,-2.5113703594799615e-05
625,-0.0003802219070500734,-0.00126532077596473,0.0026683992223125942,0.009071896628590554,0.046072675946262465,-0.05306055795895313,0.02240421217896935,0.10653253922234725,0.056684754598095216,-0.03440035649910316,0.007114721710551627,-4.0399031991407486e-05
630,-0.0003030857253686431,-0.0010094546817700696,0.002126526242407011,0.007262961023291373,0.03656747704399828,-0.04223382090423251,0.022204742140640093,0.07622384199896276,0.09707249962976358,-0.0473373350390182,0.00959988367229386,-5.450720787125116e-05
635,-0.00020611486089419488,-0.0006872003006422991,0.0014456907927529814,0.004965994081211488,0.024737351676823435,-0.028667279042760507,0.01890262940575426,0.04415665214724688,0.1353481729101551,-0.05737424474378076,0.011401327340989323,-6.473177513639096e-05
640,-0.00010382514332102387,-0.00034695221106701183,0.000727711755543653,0.002530835662881209,0.012321624382498021,-0.014380240395722513,0.013784720146945952,0.01356894948903701,0.16709590431388058,-0.06207296757687794,0.011993316440272996,-6.808715536064808e-05
645,-9.611384569719933e-06,-3.337282514519849e-05,6.654161335078379e-05,0.0002805126371368644,0.000924184658308378,-0.0012356851288962505,0.00806448217944935,-0.012601967517977217,0.18828500291340328,-0.05914789558107654,0.010887292857791133,-6.179896527702005e-05
650,6.595433552925706e-05,0.00021827812671950224,-0.00046367183513549594,-0.0015296685649122458,-0.008190898364810947,0.009296679745727503,0.002746780600544135,-0.03213109936800837,0.19600809945415906,-0.04692559929735146,0.007738566681265764,-4.39100094526216e-05
655,0.0001163557046041661,0.00038625176275078105,-0.0008172361295362524,-0.0027417390519978413,-0.014247604712012338,0.016312150673363255,-0.0014671973137131064,-0.04380958089467824,0.18906938638861628,-0.024787821213471575,0.0024546589279634437,-1.38957385119638e-05
660,0.0001396377225067288,0.0004639944785115297,-0.0009804608761261068,-0.0033072139858569554,-0.017018713907715265,0.01954143166624952,-0.0042192532702583045,-0.047568695905701786,0.16826488730441214,0.006509469103807547,-0.004718016652673163,2.6843224359416452e-05
665,0.0001380926899880355,0.00045910253863084503,-0.0009694542411026894,-0.00327958178100895,-0.016787880023659926,0.019306842382404456,-0.005473895223456888,-0.04439492732894724,0.13627260557536114,0.04473749610781425,-0.0131518704228212,7.474064193095001e-05
